image_name,lpips_value
2013-11-08 164524.jpg,0.5777623057365417
2013-11-10 005118.jpg,0.4677557349205017
2013-11-10 064201.jpg,0.4078226089477539
2013-11-10 074323.jpg,0.3421584963798523
2013-11-10 124541.jpg,0.4800313413143158
2013-11-10 193053.jpg,0.5103341937065125
2013-11-10 202752.jpg,0.4423106014728546
2013-11-11 063527.jpg,0.3029617369174957
2013-11-11 085018.jpg,0.5344971418380737
2013-11-11 121046.jpg,0.43333590030670166
2013-11-11 220300.jpg,0.524011492729187
2013-11-12 015420.jpg,0.44152867794036865
2013-11-12 102919.jpg,0.42707282304763794
2013-11-12 165840.jpg,0.44838380813598633
2013-11-13 084301.jpg,0.41840270161628723
2013-11-14 014420.jpg,0.4436744749546051
2013-11-14 070249.jpg,0.4059845507144928
2013-11-14 070451.jpg,0.4501802325248718
2013-11-14 124750.jpg,0.31901735067367554
2013-11-14 141102.jpg,0.551124095916748
2013-11-16 041700.jpg,0.5038934350013733
2013-11-17 090509.jpg,0.45505574345588684
2013-11-17 145420.jpg,0.48845458030700684
2013-11-17 164010.jpg,0.507566511631012
2013-11-17 173609.jpg,0.34121859073638916
2013-11-17 180826.jpg,0.4236278533935547
2013-11-17 235845.jpg,0.5707234144210815
2013-11-18 024231.jpg,0.4523523449897766
2013-11-18 062304.jpg,0.43560338020324707
2013-11-18 065836.jpg,0.4094017744064331
2013-11-18 085205.jpg,0.45490097999572754
2013-11-18 114645.jpg,0.4346121549606323
2013-11-19 005804.jpg,0.42926496267318726
2013-11-19 021117.jpg,0.3355049192905426
2013-11-19 050131.jpg,0.3979456126689911
2013-11-19 224707.jpg,0.5701935887336731
2013-11-20 112132.jpg,0.20699536800384521
2013-11-20 215323.jpg,0.432791143655777
2013-11-20 232337.jpg,0.44351398944854736
2013-11-21 014741.jpg,0.46607697010040283
2013-11-21 055632.jpg,0.4697800278663635
2013-11-21 164908.jpg,0.47643202543258667
2013-11-21 174444.jpg,0.4157167077064514
2013-11-22 141235.jpg,0.3999475836753845
2013-11-22 141550.jpg,0.428659588098526
2013-11-23 021920.jpg,0.4297197759151459
2013-11-23 130315.jpg,0.3804294466972351
2013-11-25 014217.jpg,0.42631304264068604
2013-11-25 090636.jpg,0.42017316818237305
2013-11-25 104618.jpg,0.49031585454940796
2013-11-25 161150.jpg,0.4505925178527832
2013-11-25 202830.jpg,0.46704137325286865
2013-11-26 001603.jpg,0.4894710183143616
2013-11-26 110005.jpg,0.4460822641849518
2013-11-26 220045.jpg,0.48158425092697144
2013-11-27 082333.jpg,0.635563850402832
2013-11-27 100015.jpg,0.5255968570709229
2013-11-28 024101.jpg,0.5071155428886414
2013-11-29 030800.jpg,0.28802067041397095
2013-11-29 082415.jpg,0.392004132270813
2013-11-29 100107.jpg,0.22921201586723328
2013-11-29 210008.jpg,0.6017678380012512
2013-11-30 011443.jpg,0.52042555809021
2013-11-30 100205.jpg,0.4234844446182251
2013-11-30 111752.jpg,0.5005511045455933
2013-11-30 170933.jpg,0.42766013741493225
2013-11-30 233513.jpg,0.49247899651527405
2013-12-01 015408.jpg,0.32345566153526306
2013-12-01 082737.jpg,0.30650100111961365
2013-12-01 142551.jpg,0.46122056245803833
2013-12-02 112622.jpg,0.5963725447654724
2013-12-03 034949.jpg,0.448480486869812
2013-12-03 213550.jpg,0.3624700903892517
2013-12-04 150728.jpg,0.3870737552642822
2013-12-06 230051.jpg,0.3551959991455078
2013-12-07 011810.jpg,0.2968463599681854
2013-12-07 051407.jpg,0.47632551193237305
2013-12-07 192426.jpg,0.5538613200187683
2013-12-08 034602.jpg,0.4877781569957733
2013-12-08 120838.jpg,0.43153926730155945
2013-12-08 161049.jpg,0.5529271960258484
2013-12-08 171607.jpg,0.4167977571487427
2013-12-08 200852.jpg,0.4595092236995697
2013-12-09 011214.jpg,0.4426230192184448
2013-12-09 062548.jpg,0.38765525817871094
2013-12-09 173148.jpg,0.5997381806373596
2013-12-09 175801.jpg,0.4708278179168701
2013-12-10 015703.jpg,0.45239168405532837
2013-12-10 104247.jpg,0.5336742401123047
2013-12-10 113240.jpg,0.5067570209503174
2013-12-10 194014.jpg,0.3950195014476776
2013-12-11 100220.jpg,0.28689342737197876
2013-12-11 135628.jpg,0.38530415296554565
2013-12-11 145220.jpg,0.466381311416626
2013-12-12 033204.jpg,0.6550049781799316
2013-12-13 020501.jpg,0.3420971632003784
2013-12-15 060802.jpg,0.5551624894142151
2013-12-15 070330.jpg,0.5087593197822571
2013-12-15 223606.jpg,0.746071994304657
2013-12-16 063839.jpg,0.4159136116504669
2013-12-16 110726.jpg,0.40443727374076843
2013-12-16 191405.jpg,0.37811195850372314
2013-12-16 194009.jpg,0.356557697057724
2013-12-16 200922.jpg,0.34102973341941833
2013-12-16 225226.jpg,0.3740941286087036
2013-12-17 100142.jpg,0.49955692887306213
2013-12-17 150832.jpg,0.46665000915527344
2013-12-17 201531.jpg,0.5800207853317261
2013-12-18 102410.jpg,0.3165971338748932
2013-12-18 210324.jpg,0.37115925550460815
2013-12-20 011739.jpg,0.3866562247276306
2013-12-20 012520.jpg,0.37633705139160156
2013-12-20 052033.jpg,0.4500412344932556
2013-12-20 101253.jpg,0.46260032057762146
2013-12-20 224228.jpg,0.3667096197605133
2013-12-21 023934.jpg,0.5570218563079834
2013-12-21 093338.jpg,0.3966022729873657
2013-12-21 095017.jpg,0.4573248028755188
2013-12-21 122526.jpg,0.5231382250785828
2013-12-22 093223.jpg,0.506331205368042
2013-12-23 124535.jpg,0.4589557647705078
2013-12-23 154515.jpg,0.4621015191078186
2013-12-24 040827.jpg,0.41436681151390076
2013-12-24 220310.jpg,0.4298214912414551
2013-12-25 013316.jpg,0.5842652320861816
2013-12-25 152346.jpg,0.4161826968193054
2013-12-26 154311.jpg,0.3666260838508606
2013-12-26 181046.jpg,0.4039112329483032
2013-12-26 194422.jpg,0.48559170961380005
2013-12-27 151833.jpg,0.41070425510406494
2013-12-28 030311.jpg,0.4937967360019684
2013-12-28 141759.jpg,0.6024971604347229
2013-12-28 152406.jpg,0.4170607924461365
2013-12-28 231734.jpg,0.3797207772731781
2013-12-29 002755.jpg,0.4890865981578827
2013-12-29 143333.jpg,0.4996103048324585
2013-12-29 200730.jpg,0.36815154552459717
2013-12-29 234810.jpg,0.32286807894706726
2013-12-30 032524.jpg,0.44643160700798035
2013-12-30 072337.jpg,0.44789984822273254
2013-12-30 122715.jpg,0.3984782099723816
2013-12-30 215155.jpg,0.5695714354515076
2013-12-31 110255.jpg,0.5373621582984924
2013-12-31 140857.jpg,0.40805333852767944
2014-01-01 022726.jpg,0.4434140622615814
2014-01-01 051614.jpg,0.39970824122428894
2014-01-01 193410.jpg,0.4744623601436615
2014-01-02 045811.jpg,0.2644972801208496
2014-01-02 185853.jpg,0.5382000207901001
2014-01-02 195559.jpg,0.562065839767456
2014-01-02 202308.jpg,0.4994734227657318
2014-01-02 212505.jpg,0.4547670781612396
2014-01-02 225721.jpg,0.40066999197006226
2014-01-03 151240.jpg,0.41087451577186584
2014-01-03 181752.jpg,0.33861348032951355
2014-01-04 000050.jpg,0.5120198130607605
2014-01-04 082215.jpg,0.5124460458755493
2014-01-04 102121.jpg,0.43267032504081726
2014-01-04 104225.jpg,0.5281028151512146
2014-01-04 142147.jpg,0.25947970151901245
2014-01-04 173501.jpg,0.3503027856349945
2014-01-04 183400.jpg,0.3791791796684265
2014-01-05 025334.jpg,0.4917221963405609
2014-01-05 051723.jpg,0.450623095035553
2014-01-05 072931.jpg,0.5758461952209473
2014-01-05 103519.jpg,0.3870673179626465
2014-01-05 104235.jpg,0.6977018713951111
2014-01-05 181443.jpg,0.576188862323761
2014-01-05 230428.jpg,0.46610796451568604
2014-01-05 234314.jpg,0.39475783705711365
2014-01-06 001641.jpg,0.403315007686615
2014-01-06 170837.jpg,0.41265472769737244
2014-01-07 005420.jpg,0.45005089044570923
2014-01-07 031600.jpg,0.5710395574569702
2014-01-08 070935.jpg,0.5948172807693481
2014-01-08 105141.jpg,0.4231145977973938
2014-01-09 093458.jpg,0.3975220322608948
2014-01-09 221322.jpg,0.5453556180000305
2014-01-10 065747.jpg,0.503502607345581
2014-01-10 124639.jpg,0.4369394779205322
2014-01-11 051124.jpg,0.505981981754303
2014-01-11 112835.jpg,0.47032472491264343
2014-01-11 151814.jpg,0.4350694715976715
2014-01-12 192052.jpg,0.520329475402832
2014-01-12 195936.jpg,0.4530695974826813
2014-01-13 070630.jpg,0.4062421917915344
2014-01-13 101318.jpg,0.41027864813804626
2014-01-13 154739.jpg,0.4683172106742859
2014-01-13 190805.jpg,0.44703519344329834
2014-01-14 103547.jpg,0.43908751010894775
2014-01-15 043240.jpg,0.3473844826221466
2014-01-15 180515.jpg,0.32107090950012207
2014-01-15 192229.jpg,0.49977630376815796
2014-01-16 091507.jpg,0.4163077473640442
2014-01-16 101254.jpg,0.44427090883255005
2014-01-16 221406.jpg,0.5700257420539856
2014-01-16 225230.jpg,0.5821956396102905
2014-01-17 012403.jpg,0.46224892139434814
2014-01-17 161025.jpg,0.49435073137283325
2014-01-17 172248.jpg,0.487011194229126
2014-01-17 233010.jpg,0.5529147386550903
2014-01-18 003742.jpg,0.30123692750930786
2014-01-18 114847.jpg,0.42206257581710815
2014-01-18 115158.jpg,0.6389075517654419
2014-01-18 221054.jpg,0.5539196133613586
2014-01-18 235831.jpg,0.468960702419281
2014-01-19 035937.jpg,0.5383336544036865
2014-01-19 144942.jpg,0.35854974389076233
2014-01-20 022544.jpg,0.4523862600326538
2014-01-20 102134.jpg,0.4240221381187439
2014-01-21 040549.jpg,0.3141435980796814
2014-01-21 061543.jpg,0.4498562812805176
2014-01-21 110809.jpg,0.39253854751586914
2014-01-21 200429.jpg,0.4879404902458191
2014-01-22 072139.jpg,0.43575701117515564
2014-01-23 020245.jpg,0.33533936738967896
2014-01-23 153746.jpg,0.42257288098335266
2014-01-23 202406.jpg,0.41574162244796753
2014-01-24 070439.jpg,0.3536567687988281
2014-01-24 125500.jpg,0.507490873336792
2014-01-24 133912.jpg,0.3728266656398773
2014-01-24 212849.jpg,0.4839059114456177
2014-01-25 032305.jpg,0.38352036476135254
2014-01-25 082404.jpg,0.536169707775116
2014-01-25 112714.jpg,0.3659244477748871
2014-01-25 114245.jpg,0.4728250503540039
2014-01-25 155221.jpg,0.4157523512840271
2014-01-26 185253.jpg,0.45297321677207947
2014-01-26 215351.jpg,0.5640108585357666
2014-01-27 032304.jpg,0.4276566505432129
2014-01-27 042513.jpg,0.4771140515804291
2014-01-27 201333.jpg,0.42504996061325073
2014-01-28 125446.jpg,0.42839810252189636
2014-01-28 220602.jpg,0.41411951184272766
2014-01-29 231325.jpg,0.30461618304252625
2014-01-30 080748.jpg,0.45924144983291626
2014-01-30 083210.jpg,0.42135924100875854
2014-01-30 101154.jpg,0.43439602851867676
2014-01-30 140247.jpg,0.41198915243148804
2014-01-30 153449.jpg,0.42308902740478516
2014-01-31 043612.jpg,0.464439332485199
2014-01-31 141625.jpg,0.5215712189674377
2014-01-31 163445.jpg,0.38308823108673096
2014-02-01 112441.jpg,0.3643217086791992
2014-02-01 132708.jpg,0.3275880217552185
2014-02-01 132925.jpg,0.31047168374061584
2014-02-01 152016.jpg,0.4106070399284363
2014-02-01 191054.jpg,0.468569278717041
2014-02-01 235402.jpg,0.4449072480201721
2014-02-02 021738.jpg,0.3907378315925598
2014-02-02 031656.jpg,0.2510682940483093
2014-02-02 062448.jpg,0.4553970694541931
2014-02-02 103450.jpg,0.37282794713974
2014-02-02 104944.jpg,0.3892865478992462
2014-02-02 203307.jpg,0.4807766079902649
2014-02-02 213106.jpg,0.5420086979866028
2014-02-03 014915.jpg,0.41083449125289917
2014-02-03 075548.jpg,0.4042913317680359
2014-02-03 185208.jpg,0.3883943557739258
2014-02-04 010301.jpg,0.39474421739578247
2014-02-04 100544.jpg,0.5135241746902466
2014-02-04 195402.jpg,0.49293261766433716
2014-02-05 024951.jpg,0.4427892565727234
2014-02-05 062730.jpg,0.38927215337753296
2014-02-05 073432.jpg,0.5921818614006042
2014-02-05 095818.jpg,0.47755205631256104
2014-02-05 235843.jpg,0.5423307418823242
2014-02-07 131733.jpg,0.5444059371948242
2014-02-08 095011.jpg,0.24332264065742493
2014-02-09 001222.jpg,0.49144816398620605
2014-02-09 004416.jpg,0.5249428749084473
2014-02-09 005014.jpg,0.5142956972122192
2014-02-09 034347.jpg,0.49740198254585266
2014-02-09 123122.jpg,0.4604310989379883
2014-02-09 135849.jpg,0.5235140323638916
2014-02-09 143222.jpg,0.30460381507873535
2014-02-09 185719.jpg,0.4946979284286499
2014-02-10 063216.jpg,0.5278355479240417
2014-02-10 082506.jpg,0.3246365785598755
2014-02-11 054828.jpg,0.395367830991745
2014-02-11 070307.jpg,0.45432811975479126
2014-02-11 100858.jpg,0.4275135397911072
2014-02-11 162206.jpg,0.25573790073394775
2014-02-12 002121.jpg,0.3077658712863922
2014-02-12 211329.jpg,0.4011944532394409
2014-02-13 040849.jpg,0.65594482421875
2014-02-13 131039.jpg,0.4516776502132416
2014-02-13 173006.jpg,0.4298481047153473
2014-02-13 191427.jpg,0.46862807869911194
2014-02-14 033131.jpg,0.4206604063510895
2014-02-14 141853.jpg,0.44663646817207336
2014-02-15 094026.jpg,0.45266956090927124
2014-02-16 112610.jpg,0.49808579683303833
2014-02-16 141003.jpg,0.4389631152153015
2014-02-17 073335.jpg,0.4741292893886566
2014-02-17 080948.jpg,0.5106159448623657
2014-02-17 081224.jpg,0.37967443466186523
2014-02-17 112816.jpg,0.4905436038970947
2014-02-17 201637.jpg,0.5366571545600891
2014-02-17 213831.jpg,0.45595312118530273
2014-02-17 224524.jpg,0.253532350063324
2014-02-19 035422.jpg,0.47912994027137756
2014-02-19 070144.jpg,0.41707244515419006
2014-02-19 135446.jpg,0.48301631212234497
2014-02-20 153434.jpg,0.35619065165519714
2014-02-20 172237.jpg,0.5538796782493591
2014-02-20 200104.jpg,0.48958519101142883
2014-02-21 070113.jpg,0.4723426103591919
2014-02-21 120040.jpg,0.4429224729537964
2014-02-21 160229.jpg,0.3620891571044922
2014-02-21 165752.jpg,0.4176992177963257
2014-02-21 185050.jpg,0.40284085273742676
2014-02-21 215507.jpg,0.5642971992492676
2014-02-22 161921.jpg,0.4881703853607178
2014-02-23 024047.jpg,0.45240914821624756
2014-02-23 044131.jpg,0.4933336675167084
2014-02-23 094413.jpg,0.4472796320915222
2014-02-23 125850.jpg,0.3546094298362732
2014-02-23 155023.jpg,0.4163263440132141
2014-02-24 011115.jpg,0.5579706430435181
2014-02-24 104818.jpg,0.49942636489868164
2014-02-24 152926.jpg,0.388698548078537
2014-02-24 172722.jpg,0.4599264860153198
2014-02-25 132805.jpg,0.49122586846351624
2014-02-25 210004.jpg,0.39650237560272217
2014-02-26 011841.jpg,0.5538390278816223
2014-02-26 054020.jpg,0.2940364480018616
2014-02-26 121927.jpg,0.34510183334350586
2014-02-26 174432.jpg,0.2828378975391388
2014-02-27 100859.jpg,0.5277664065361023
2014-02-27 223501.jpg,0.36275514960289
2014-02-28 102231.jpg,0.4836788773536682
2014-02-28 224433.jpg,0.4673953056335449
2014-03-01 015443.jpg,0.44028252363204956
2014-03-01 031802.jpg,0.526106595993042
2014-03-01 032604.jpg,0.5565604567527771
2014-03-01 102912.jpg,0.5628283023834229
2014-03-01 114923.jpg,0.4567965865135193
2014-03-01 135235.jpg,0.3463462293148041
2014-03-01 161200.jpg,0.454537034034729
2014-03-02 035351.jpg,0.4340021014213562
2014-03-02 131110.jpg,0.3955151438713074
2014-03-02 154632.jpg,0.3863010108470917
2014-03-02 192924.jpg,0.48413142561912537
2014-03-02 201305.jpg,0.3800414800643921
2014-03-02 210253.jpg,0.40591222047805786
2014-03-03 092036.jpg,0.39173513650894165
2014-03-03 142512.jpg,0.546525776386261
2014-03-04 175512.jpg,0.25423550605773926
2014-03-04 194011.jpg,0.44822901487350464
2014-03-06 083451.jpg,0.4544621706008911
2014-03-06 085606.jpg,0.5083959102630615
2014-03-07 043031.jpg,0.3883315324783325
2014-03-07 051817.jpg,0.4521442651748657
2014-03-07 055308.jpg,0.48448681831359863
2014-03-07 061928.jpg,0.27921152114868164
2014-03-07 080130.jpg,0.32104256749153137
2014-03-07 161123.jpg,0.5225206017494202
2014-03-08 061238.jpg,0.4526294767856598
2014-03-08 115335.jpg,0.306892067193985
2014-03-09 002016.jpg,0.38211220502853394
2014-03-09 085412.jpg,0.45318129658699036
2014-03-09 131759.jpg,0.38081908226013184
2014-03-09 205727.jpg,0.5222201347351074
2014-03-09 222325.jpg,0.4235087037086487
2014-03-10 005018.jpg,0.47215309739112854
2014-03-10 070427.jpg,0.3259579539299011
2014-03-10 105444.jpg,0.4090594947338104
2014-03-10 162540.jpg,0.4681413769721985
2014-03-10 222410.jpg,0.3294389247894287
2014-03-11 132135.jpg,0.533444344997406
2014-03-11 151359.jpg,0.46561431884765625
2014-03-11 171839.jpg,0.3435235619544983
2014-03-11 174150.jpg,0.5419072508811951
2014-03-11 175613.jpg,0.34450122714042664
2014-03-11 181157.jpg,0.5088505744934082
2014-03-12 100722.jpg,0.43995144963264465
2014-03-15 053203.jpg,0.422700971364975
2014-03-15 142942.jpg,0.438019335269928
2014-03-16 054430.jpg,0.5518860220909119
2014-03-16 110549.jpg,0.4933028221130371
2014-03-16 193841.jpg,0.6456247568130493
2014-03-17 082236.jpg,0.36180442571640015
2014-03-17 105019.jpg,0.38675516843795776
2014-03-17 202135.jpg,0.29169565439224243
2014-03-17 210541.jpg,0.6056949496269226
2014-03-18 073025.jpg,0.41949912905693054
2014-03-18 141845.jpg,0.20867300033569336
2014-03-18 201525.jpg,0.383676677942276
2014-03-18 201823.jpg,0.5534021258354187
2014-03-19 082408.jpg,0.4248027205467224
2014-03-19 165155.jpg,0.6074604392051697
2014-03-19 173544.jpg,0.4848175644874573
2014-03-19 221654.jpg,0.2940201759338379
2014-03-19 232502.jpg,0.46153339743614197
2014-03-20 003809.jpg,0.5556032061576843
2014-03-20 090435.jpg,0.3174719512462616
2014-03-20 160145.jpg,0.4228789210319519
2014-03-20 181254.jpg,0.4998200237751007
2014-03-21 143230.jpg,0.42327702045440674
2014-03-21 191226.jpg,0.5402039885520935
2014-03-21 231154.jpg,0.43947291374206543
2014-03-22 010943.jpg,0.3978055715560913
2014-03-22 012612.jpg,0.3614662289619446
2014-03-22 105240.jpg,0.4319712519645691
2014-03-22 182348.jpg,0.4520544111728668
2014-03-22 190101.jpg,0.4763992130756378
2014-03-23 010052.jpg,0.42769208550453186
2014-03-23 213206.jpg,0.3502356708049774
2014-03-23 214920.jpg,0.3432757258415222
2014-03-24 102408.jpg,0.44811323285102844
2014-03-24 114111.jpg,0.3616617023944855
2014-03-25 104415.jpg,0.39963704347610474
2014-03-25 203531.jpg,0.4989292323589325
2014-03-25 235540.jpg,0.4054988622665405
2014-03-26 230833.jpg,0.3196212351322174
2014-03-27 152817.jpg,0.31737565994262695
2014-03-28 102924.jpg,0.47540992498397827
2014-03-28 110040.jpg,0.4253383278846741
2014-03-28 162029.jpg,0.4322357475757599
2014-03-30 012254.jpg,0.443803995847702
2014-03-30 223424.jpg,0.4721790552139282
2014-03-31 053843.jpg,0.5442095994949341
2014-03-31 081235.jpg,0.49935638904571533
2014-03-31 094523.jpg,0.4703468084335327
2014-03-31 120126.jpg,0.4746844470500946
2014-03-31 145807.jpg,0.3526058793067932
2014-04-01 073739.jpg,0.5730873942375183
2014-04-01 140233.jpg,0.49274301528930664
2014-04-02 041517.jpg,0.5864185094833374
2014-04-02 072240.jpg,0.407791405916214
2014-04-02 075752.jpg,0.4139089584350586
2014-04-03 162442.jpg,0.4476124048233032
2014-04-04 165401.jpg,0.568979799747467
2014-04-04 195410.jpg,0.46072524785995483
2014-04-04 225400.jpg,0.5326123237609863
2014-04-05 020533.jpg,0.5034095048904419
2014-04-05 141837.jpg,0.49560123682022095
2014-04-06 012759.jpg,0.47330158948898315
2014-04-07 084735.jpg,0.44680681824684143
2014-04-07 090236.jpg,0.4400184154510498
2014-04-07 181213.jpg,0.3005448579788208
2014-04-08 033826.jpg,0.45437538623809814
2014-04-08 090417.jpg,0.6573777794837952
2014-04-08 132929.jpg,0.4216035306453705
2014-04-08 155415.jpg,0.48842954635620117
2014-04-08 181736.jpg,0.5303337574005127
2014-04-08 220404.jpg,0.4943290948867798
2014-04-10 002305.jpg,0.4756630063056946
2014-04-10 093414.jpg,0.4508502185344696
2014-04-10 104814.jpg,0.49864283204078674
2014-04-10 153157.jpg,0.5911846160888672
2014-04-11 012100.jpg,0.40038952231407166
2014-04-11 050157.jpg,0.6559931039810181
2014-04-11 052011.jpg,0.5182693004608154
2014-04-12 005036.jpg,0.5154693126678467
2014-04-12 050916.jpg,0.41223466396331787
2014-04-12 162844.jpg,0.5280784964561462
2014-04-13 000101.jpg,0.572571337223053
2014-04-13 020258.jpg,0.4779621362686157
2014-04-13 233641.jpg,0.27808892726898193
2014-04-14 075933.jpg,0.4492444396018982
2014-04-14 181049.jpg,0.4455896019935608
2014-04-15 031516.jpg,0.35251671075820923
2014-04-15 093413.jpg,0.4080757200717926
2014-04-15 154805.jpg,0.5223023295402527
2014-04-16 101840.jpg,0.4439444839954376
2014-04-16 185524.jpg,0.4968661069869995
2014-04-16 214355.jpg,0.4024201035499573
2014-04-16 215108.jpg,0.47193610668182373
2014-04-17 042928.jpg,0.377819299697876
2014-04-17 062752.jpg,0.5303850173950195
2014-04-17 104524.jpg,0.4580836296081543
2014-04-18 175721.jpg,0.4706685543060303
2014-04-18 212148.jpg,0.42250367999076843
2014-04-19 012758.jpg,0.4746869206428528
2014-04-19 052031.jpg,0.6317241787910461
2014-04-19 235041.jpg,0.5443532466888428
2014-04-20 054512.jpg,0.3707314431667328
2014-04-20 095906.jpg,0.44866758584976196
2014-04-20 125257.jpg,0.3917602300643921
2014-04-20 163203.jpg,0.36800459027290344
2014-04-20 180929.jpg,0.39283111691474915
2014-04-21 073706.jpg,0.4455815851688385
2014-04-21 093902.jpg,0.43371695280075073
2014-04-21 154214.jpg,0.4392630457878113
2014-04-22 020435.jpg,0.319562703371048
2014-04-22 064019.jpg,0.5163227915763855
2014-04-22 123523.jpg,0.4480884373188019
2014-04-22 213456.jpg,0.44273555278778076
2014-04-23 002214.jpg,0.3905239999294281
2014-04-23 193632.jpg,0.3585614562034607
2014-04-24 060750.jpg,0.5537295341491699
2014-04-24 152420.jpg,0.6141272783279419
2014-04-25 133700.jpg,0.574701189994812
2014-04-25 191955.jpg,0.48059093952178955
2014-04-26 061625.jpg,0.4382883608341217
2014-04-26 071443.jpg,0.48444849252700806
2014-04-26 112449.jpg,0.43290743231773376
2014-04-26 155719.jpg,0.3902861773967743
2014-04-27 004146.jpg,0.38026517629623413
2014-04-27 035221.jpg,0.5242151021957397
2014-04-27 084715.jpg,0.5482267737388611
2014-04-27 101701.jpg,0.49589774012565613
2014-04-27 102514.jpg,0.3429071605205536
2014-04-27 154034.jpg,0.3775820732116699
2014-04-27 220047.jpg,0.5165333151817322
2014-04-28 183018.jpg,0.2169792205095291
2014-04-29 025719.jpg,0.46303701400756836
2014-04-29 030412.jpg,0.6118096113204956
2014-04-29 052421.jpg,0.5125609040260315
